dataset,task,rows,features,subsampled,signature,flags,model,model_name,eligible,ruled_out_why,recommended_rank,score,score_std,seconds,status,detail,seed,condition
strogatz_glider2,regression,400,2,False,A11 A21 A31 A41 A54 A62,,EN4,LightGBM,True,,3.0,0.5858098248926449,0.0908932593900123,0.59,ok,,0,missing_30
strogatz_glider2,regression,400,2,False,A11 A21 A31 A41 A54 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.5872663904564663,0.0938232784748503,0.38,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.7373727421889404,0.0638601346807644,0.06,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.7373539009159064,0.0637083679366779,0.05,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0046651785696108,0.0056932659216202,0.05,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0046651785696108,0.0056932659216202,0.06,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,0.7382532438017634,0.066959923221144,0.06,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.7373458233535086,0.0637283202062768,0.05,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.6162584902279967,0.1427952624686545,0.05,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.707545416467316,0.0827776612357397,1.81,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.6843284515001955,0.0878270905315058,1.43,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.7459916374624415,0.056367149578578,0.12,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.7453672787177879,0.0527171449657772,0.43,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.7350011480275693,0.047053870193291,0.41,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.7495267393859754,0.0549354537407082,0.19,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.7092255918264252,0.0772395210207434,0.11,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.1927801696002544,0.0857402048497045,0.06,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.7057429433511757,0.1031426530366322,0.07,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,0.6887872191575098,0.0650600920022845,0.25,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.6651442655412539,0.0939378990842835,0.21,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.7583311134097172,0.0502450934474667,0.78,ok,,0,missing_30
strogatz_vdp2,regression,400,2,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7632919363460738,0.0453955825694143,0.45,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,LM1,Linear Regression,True,,16.0,0.0646032433925554,0.0998681447136017,0.13,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,LM3,Ridge Regression,True,,14.0,0.0652444268223861,0.0985368904205959,0.13,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,LM4,Lasso Regression,True,,18.0,0.0649106667987803,0.0994427789812966,0.13,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,LM5,Elastic Net,True,,19.0,0.0312429089159858,0.0267705064267224,0.11,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,LM6,Polynomial Regression,True,,15.0,0.1038574706624971,0.1366879681981634,0.11,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.073175129845539,0.08339035154256,0.11,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,TR1,Decision Tree,True,,10.0,-0.5272096080167199,0.479594320049429,0.1,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,TR2,Random Forest,True,,4.0,-0.2665564972971885,0.2598893424881371,1.98,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,TR3,Extra Trees,True,,2.0,-0.3666107606000935,0.2482797042876812,1.54,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN1,AdaBoost,True,,7.0,-0.4198946027028539,0.5722365511746119,0.2,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN2,Gradient Boosting (GBM),True,,1.0,-0.1051161800831739,0.2029138033377486,0.45,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN6,Stacking,True,,6.0,0.0676803382225619,0.1405566668257472,0.49,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN7,Voting Ensemble,True,,8.0,0.0252215214818863,0.1567438830817598,0.19,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,SV1,SVM (linear),True,,17.0,-0.0715988256994772,0.027524620752231,0.1,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,-0.0732224987343022,0.027142068013416,0.15,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,IB1,k-Nearest Neighbors,True,,13.0,-0.0502705548764429,0.2069044819338541,0.17,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,NN2,MLP (Feedforward),True,,9.0,0.0081209867278491,0.0267929367756925,4.0,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN3,XGBoost,True,,5.0,-0.3187193669560053,0.1622038332469712,0.32,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN4,LightGBM,True,,3.0,-0.0128406767832019,0.2080964832643827,0.66,ok,,0,missing_30
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,-0.0128408472931758,0.2080961882763035,0.59,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,LM1,Linear Regression,True,,16.0,0.0193433394275621,0.0785206550906311,0.1,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,LM3,Ridge Regression,True,,14.0,0.0204852331827208,0.0783935492990099,0.12,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,LM4,Lasso Regression,True,,18.0,-0.0209016875181154,0.0287063004057392,0.09,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,LM5,Elastic Net,True,,19.0,-0.0209016875181154,0.0287063004057392,0.09,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,LM6,Polynomial Regression,True,,15.0,-0.2697034798434699,0.0873319747292085,0.24,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.0999140020891531,0.0638494310721397,0.15,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,TR1,Decision Tree,True,,10.0,-0.0085366250326296,0.1337000438862743,0.18,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,TR2,Random Forest,True,,4.0,0.5154086045312041,0.0744560661343268,9.01,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,TR3,Extra Trees,True,,2.0,0.5542594183396903,0.0710347788806642,5.39,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,EN1,AdaBoost,True,,7.0,0.3955272214579839,0.0268944303603057,1.12,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.5467119871343638,0.0853145489282948,2.37,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,EN6,Stacking,True,,6.0,0.3496207682060802,0.0893741992458297,0.61,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,EN7,Voting Ensemble,True,,8.0,0.3011080790792827,0.0646881410720106,0.2,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,SV1,SVM (linear),True,,17.0,-0.0383604993180316,0.1164227482401133,0.37,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.0918027843035381,0.0764123275999418,0.2,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,IB1,k-Nearest Neighbors,True,,13.0,-0.0031547854800058,0.0741611666798559,0.1,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,NN2,MLP (Feedforward),True,,9.0,-0.3443379556835071,0.1133426798281801,1.73,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,EN3,XGBoost,True,,5.0,0.4519661602100201,0.0750348335922057,3.25,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,EN4,LightGBM,True,,3.0,0.5326843281689212,0.063051139107747,1.27,ok,,0,missing_30
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A54 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.5174927751574518,0.070973111055932,1.54,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,LM1,Linear Regression,True,,16.0,0.1711467459721944,0.0652537118127293,0.07,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,LM3,Ridge Regression,True,,14.0,0.1713443761762334,0.0650393529909411,0.06,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,LM4,Lasso Regression,True,,18.0,-0.0075166228274473,0.0086286604140968,0.06,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,LM5,Elastic Net,True,,19.0,-0.0075166228274473,0.0086286604140968,0.06,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,LM6,Polynomial Regression,True,,15.0,0.0740800013422993,0.1555645974993238,0.09,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.1765627931153748,0.0566616922613578,0.07,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,TR1,Decision Tree,True,,10.0,0.2099364280025092,0.2582055227406541,0.07,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,TR2,Random Forest,True,,4.0,0.6062756513722432,0.0565303939011106,3.38,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,TR3,Extra Trees,True,,2.0,0.638330852844964,0.034184512720791,2.26,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,EN1,AdaBoost,True,,7.0,0.5218790631821243,0.0630755804204732,0.6,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.6656349408836227,0.0412556642890417,0.81,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,EN6,Stacking,True,,6.0,0.4844435383814522,0.0820542001323152,0.45,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,EN7,Voting Ensemble,True,,8.0,0.442348261350698,0.0628866225477272,0.13,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,SV1,SVM (linear),True,,17.0,0.1427017123603693,0.0495149455348524,0.07,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.3417075707670857,0.0673319944165921,0.11,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.2563024317666634,0.0987921165031397,0.07,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,NN2,MLP (Feedforward),True,,9.0,0.3312244566407189,0.1536052493381878,4.57,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,EN3,XGBoost,True,,5.0,0.5731460298391416,0.0939563410529574,0.89,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,EN4,LightGBM,True,,3.0,0.6441342016269693,0.0354712590414141,0.7,ok,,0,missing_30
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A54 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.6357546692002355,0.0373847732674897,0.67,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,LM1,Linear Regression,True,,16.0,0.1180923565990271,0.0979544168103464,0.07,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,LM3,Ridge Regression,True,,14.0,0.1185651879312254,0.0973376964457669,0.08,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,LM4,Lasso Regression,True,,18.0,-0.026462538318629,0.027865171033198,0.07,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,LM5,Elastic Net,True,,19.0,-0.026462538318629,0.027865171033198,0.07,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,LM6,Polynomial Regression,True,,15.0,-4.862971975446687,1.8877662486443323,0.12,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.1324777010209126,0.0638515930085601,0.08,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,TR1,Decision Tree,True,,10.0,-0.0644238137791991,0.3704847377076474,0.11,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,TR2,Random Forest,True,,4.0,0.5479092172863851,0.0899446182964384,5.22,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,TR3,Extra Trees,True,,2.0,0.5776281764594724,0.0323268731748877,3.34,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,EN1,AdaBoost,True,,7.0,0.432264922532965,0.0979632284331362,0.8,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.5855053499909411,0.0819066100106539,1.29,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,EN6,Stacking,True,,6.0,0.3471210857724439,0.0859683042969969,0.49,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,EN7,Voting Ensemble,True,,8.0,0.3300047074528918,0.0669266576350307,0.26,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,SV1,SVM (linear),True,,17.0,0.0432646408856738,0.1218956293552392,0.17,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.1373772187310044,0.0675528530752771,0.14,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.0783825097610276,0.1197247261166947,0.08,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,NN2,MLP (Feedforward),True,,9.0,-0.3492516208540671,0.190900009575999,2.8,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,EN3,XGBoost,True,,5.0,0.5370823743487172,0.1022931308050419,1.75,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,EN4,LightGBM,True,,3.0,0.5353532645534429,0.0758479582033383,0.6,ok,,0,missing_30
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A54 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.5671014814978952,0.0873118895774885,0.92,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.1597225053676582,0.0436893034258874,0.06,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.159833301083274,0.0434920087029763,0.05,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0168173376342489,0.0159847691922924,0.05,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0168173376342489,0.0159847691922924,0.05,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,0.0190583626988429,0.0733188535106884,0.06,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.1616840438893179,0.0359651929792641,0.06,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.1540971918651578,0.1813931561067985,0.06,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.6191607402555677,0.0777849389647396,3.06,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.6258442550411616,0.0755856293938099,2.26,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.4791414665439706,0.0735611890823992,0.54,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.6330953439990473,0.0639795671573781,0.75,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.4316055568601442,0.0973475336403431,0.44,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.390368036289038,0.0699554143433222,0.14,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.1326460681818996,0.0273313054907092,0.07,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.2412021754698303,0.0436344372049871,0.12,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.162075913648669,0.0726252645011013,0.07,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,0.2788185934112778,0.0807034377159703,4.52,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.5866988307608204,0.0506754343822779,0.74,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.6126941049647462,0.0764994782223979,7.15,ok,,0,missing_30
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.6077539285574556,0.0678657494324806,0.96,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.1903577406329074,0.0725146291623786,0.12,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.1904344793766142,0.0724376932551163,0.13,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0167119553598716,0.0194952607578626,0.07,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0167119553598716,0.0194952607578626,0.17,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,-0.3848831228761026,0.2372511032733649,0.22,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.1940265879633714,0.0652485238007457,0.14,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.2596335123809534,0.0390876690509773,0.16,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.6339830483067584,0.0269985421149117,10.04,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.6535679114067305,0.0182684366309209,5.47,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.5150728465437409,0.0343313281845234,1.05,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.6390732667697014,0.0331637916625937,2.32,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.5286694295992148,0.041192164747355,0.71,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.4275069580149664,0.0429503967492021,0.24,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.1544290856762531,0.0842838211483932,0.18,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.2162727947139668,0.0856729412964895,0.47,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.0943424806380586,0.0771005981592206,0.12,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,-0.3044182385789428,0.1278531340524512,7.23,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.6048834049188485,0.0485730549206264,2.06,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.6280443852850371,0.0445295780128244,2.88,ok,,0,missing_30
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.620750268026079,0.0384238977991529,1.58,ok,,0,missing_30
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.504222598407039,0.0297079410016344,0.08,ok,,0,missing_30
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.504283493349127,0.0296542620060163,0.07,ok,,0,missing_30
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0018549048064634,0.0015655964268132,0.07,ok,,0,missing_30
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0018549048064634,0.0015655964268132,0.08,ok,,0,missing_30
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,0.2948056267539333,0.0669196844202543,0.15,ok,,0,missing_30
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.5051003148043544,0.0285022753019671,0.08,ok,,0,missing_30
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.0796076972852988,0.0713802221118754,0.14,ok,,0,missing_30
